

COLOR_GrasSurface
N042.44.22.845 E002.52.03.135
N042.44.22.672 E002.52.03.341
N042.44.22.302 E002.52.03.935
N042.44.20.200 E002.52.07.575
N042.44.19.923 E002.52.08.066
N042.44.19.781 E002.52.08.310
N042.44.19.712 E002.52.08.449
N042.44.19.688 E002.52.08.570
N042.44.19.686 E002.52.08.691
N042.44.20.650 E002.52.15.450
N042.44.21.632 E002.52.15.413
N042.44.21.633 E002.52.15.477
N042.44.21.802 E002.52.15.478
N042.44.21.811 E002.52.15.518
N042.44.25.566 E002.52.13.752
N042.44.26.662 E002.52.12.629


COLOR_HardSurface3
N042.44.07.027 E002.52.15.441
N042.44.07.028 E002.52.15.429
N042.44.07.398 E002.52.14.777
N042.44.06.431 E002.52.13.801
N042.44.00.350 E002.52.24.526
N042.43.59.214 E002.52.26.463
N042.43.59.131 E002.52.26.377
N042.43.59.191 E002.52.26.261
N042.43.57.956 E002.52.24.981
N042.43.57.278 E002.52.26.186
N042.43.57.192 E002.52.26.096
N042.43.56.578 E002.52.27.159
N042.43.56.661 E002.52.27.247
N042.43.56.611 E002.52.27.336
N042.43.56.586 E002.52.27.407
N042.43.56.577 E002.52.27.468
N042.43.56.585 E002.52.27.509
N042.43.56.873 E002.52.27.725
N042.43.57.005 E002.52.27.836
N042.43.57.208 E002.52.28.025
N042.43.57.258 E002.52.27.986
N042.43.57.306 E002.52.27.965
N042.43.57.547 E002.52.27.965
N042.43.57.595 E002.52.27.988
N042.43.57.617 E002.52.28.017
N042.43.57.612 E002.52.28.049
N042.43.57.572 E002.52.28.061
N042.43.57.285 E002.52.28.078
N042.43.57.147 E002.52.28.099
N042.43.56.907 E002.52.28.144
N042.43.56.334 E002.52.28.266
N042.43.56.177 E002.52.28.314
N042.43.56.130 E002.52.28.318
N042.43.56.092 E002.52.28.308
N042.43.56.049 E002.52.28.286
N042.43.56.014 E002.52.28.249
N042.43.55.972 E002.52.28.074
N042.43.56.111 E002.52.27.823
N042.43.55.982 E002.52.27.705
N042.43.55.826 E002.52.27.985
N042.43.55.804 E002.52.28.001
N042.43.55.786 E002.52.28.002
N042.43.55.766 E002.52.27.992
N042.43.55.434 E002.52.27.640
N042.43.55.429 E002.52.27.622
N042.43.55.431 E002.52.27.599
N042.43.55.442 E002.52.27.569
N042.43.55.499 E002.52.27.501
N042.43.55.541 E002.52.27.466
N042.43.55.677 E002.52.27.419
N042.43.55.348 E002.52.27.058
N042.43.55.337 E002.52.27.264
N042.43.55.330 E002.52.27.370
N042.43.55.316 E002.52.27.457
N042.43.55.289 E002.52.27.533
N042.43.55.273 E002.52.27.561
N042.43.55.257 E002.52.27.566
N042.43.55.233 E002.52.27.552
N042.43.54.938 E002.52.27.251
N042.43.54.850 E002.52.27.417
N042.43.55.174 E002.52.27.724
N042.43.55.181 E002.52.27.741
N042.43.55.181 E002.52.27.763
N042.43.55.040 E002.52.28.082
N042.43.54.699 E002.52.27.796
N042.43.54.457 E002.52.28.341
N042.43.55.023 E002.52.28.835
N042.43.55.399 E002.52.28.797
N042.43.55.436 E002.52.28.771
N042.43.55.494 E002.52.28.658
N042.43.55.534 E002.52.28.588
N042.43.55.580 E002.52.28.542
N042.43.55.640 E002.52.28.517
N042.43.55.700 E002.52.28.505
N042.43.55.757 E002.52.28.516
N042.43.55.881 E002.52.28.628
N042.43.55.928 E002.52.28.671
N042.43.55.972 E002.52.28.689
N042.43.55.991 E002.52.28.705
N042.43.55.998 E002.52.28.731
N042.43.55.993 E002.52.28.761
N042.43.55.963 E002.52.28.823
N042.43.55.807 E002.52.29.075
N042.43.55.980 E002.52.29.259
N042.43.56.067 E002.52.29.053
N042.43.56.125 E002.52.28.943
N042.43.56.187 E002.52.28.844
N042.43.56.265 E002.52.28.728
N042.43.56.293 E002.52.28.699
N042.43.56.335 E002.52.28.673
N042.43.57.128 E002.52.28.521
N042.43.57.612 E002.52.28.410
N042.43.57.774 E002.52.28.376
N042.43.57.878 E002.52.28.366
N042.43.57.948 E002.52.28.367
N042.43.58.006 E002.52.28.380
N042.43.58.571 E002.52.28.914
N042.43.58.668 E002.52.29.009
N042.43.58.727 E002.52.29.086
N042.43.58.771 E002.52.29.187
N042.43.58.808 E002.52.29.341
N042.43.58.827 E002.52.29.486
N042.43.58.817 E002.52.29.625
N042.43.58.798 E002.52.29.767
N042.43.58.765 E002.52.29.926
N042.43.59.222 E002.52.29.108
N042.43.59.177 E002.52.29.071
N042.43.59.150 E002.52.29.037
N042.43.59.131 E002.52.28.993
N042.43.59.122 E002.52.28.928
N042.43.59.123 E002.52.28.860
N042.43.59.130 E002.52.28.801
N042.43.59.151 E002.52.28.744
N042.43.59.415 E002.52.28.269
N042.43.59.448 E002.52.28.233
N042.43.59.484 E002.52.28.215
N042.43.59.528 E002.52.28.210
N042.43.59.572 E002.52.28.212
N042.43.59.618 E002.52.28.223
N042.43.59.659 E002.52.28.250
N042.43.59.695 E002.52.28.278
N042.43.59.874 E002.52.27.965
N042.43.59.840 E002.52.27.934
N042.43.59.812 E002.52.27.890
N042.43.59.787 E002.52.27.838
N042.43.59.775 E002.52.27.783
N042.43.59.772 E002.52.27.722
N042.43.59.776 E002.52.27.662
N042.43.59.788 E002.52.27.601
N042.43.59.820 E002.52.27.528
N042.43.59.951 E002.52.27.304
N042.43.59.992 E002.52.27.259
N042.44.00.033 E002.52.27.225
N042.44.00.062 E002.52.27.209
N042.44.00.095 E002.52.27.203
N042.44.00.127 E002.52.27.208
N042.44.00.248 E002.52.27.304
N042.44.00.423 E002.52.26.997
N042.44.00.395 E002.52.26.965
N042.44.00.362 E002.52.26.916
N042.44.00.333 E002.52.26.869
N042.44.00.315 E002.52.26.798
N042.44.00.311 E002.52.26.724
N042.44.00.321 E002.52.26.661
N042.44.00.346 E002.52.26.597
N042.44.00.551 E002.52.26.262
N042.44.00.583 E002.52.26.242
N042.44.00.631 E002.52.26.240
N042.44.00.684 E002.52.26.249
N042.44.00.729 E002.52.26.269
N042.44.00.861 E002.52.26.378
N042.44.01.435 E002.52.25.356
N042.44.02.001 E002.52.24.367
N042.44.03.489 E002.52.21.725
N042.44.04.054 E002.52.20.731
N042.44.04.518 E002.52.19.909
N042.44.05.099 E002.52.18.879
N042.44.06.420 E002.52.16.532
N042.44.06.829 E002.52.15.799
N042.44.06.839 E002.52.15.789
N042.44.07.030 E002.52.15.448


COLOR_HardSurface3
N042.43.56.801 E002.52.30.521
N042.43.57.433 E002.52.31.165
N042.43.58.179 E002.52.29.824
N042.43.57.550 E002.52.29.184


COLOR_HardSurface3
N042.43.57.836 E002.52.31.494
N042.43.57.781 E002.52.31.538
N042.43.57.734 E002.52.31.564
N042.43.57.674 E002.52.31.575
N042.43.57.603 E002.52.31.570
N042.43.57.528 E002.52.31.546
N042.43.57.467 E002.52.31.512
N042.43.57.415 E002.52.31.466
N042.43.57.368 E002.52.31.418
N042.43.57.327 E002.52.31.360
N042.43.57.218 E002.52.31.527
N042.43.57.187 E002.52.31.600
N042.43.57.165 E002.52.31.694
N042.43.57.128 E002.52.31.781
N042.43.56.842 E002.52.32.290
N042.43.56.563 E002.52.32.763
N042.43.56.388 E002.52.32.584
N042.43.56.084 E002.52.33.150
N042.43.55.549 E002.52.32.612
N042.43.53.860 E002.52.35.552
N042.43.53.936 E002.52.35.628
N042.43.53.974 E002.52.35.663
