COLOR_GrasSurface
N044.49.20.308 E000.30.56.050
N044.49.20.007 E000.30.56.033
N044.49.19.982 E000.30.56.411

COLOR_Building
N044.49.20.274 E000.30.52.923
N044.49.19.873 E000.30.53.629
N044.49.19.932 E000.30.53.711
N044.49.19.445 E000.30.54.643
N044.49.19.942 E000.30.55.122
N044.49.20.424 E000.30.54.224
N044.49.20.362 E000.30.54.146
N044.49.20.733 E000.30.53.429

COLOR_Building
N044.49.20.223 E000.30.48.888
N044.49.20.202 E000.30.51.033
N044.49.20.655 E000.30.51.054
N044.49.20.645 E000.30.53.271
N044.49.21.026 E000.30.53.299
N044.49.21.067 E000.30.51.298
N044.49.21.326 E000.30.51.306
N044.49.21.388 E000.30.48.917

COLOR_Building
N044.49.22.501 E000.30.46.094
N044.49.22.535 E000.30.46.788
N044.49.22.751 E000.30.46.741
N044.49.22.704 E000.30.46.066

COLOR_Building
N044.49.20.734 E000.30.47.540
N044.49.20.731 E000.30.48.318
N044.49.21.139 E000.30.48.320
N044.49.21.132 E000.30.47.530

COLOR_Building
N044.49.20.541 E000.30.40.490
N044.49.20.482 E000.30.39.721
N044.49.20.573 E000.30.39.650
N044.49.20.546 E000.30.39.073
N044.49.20.005 E000.30.39.144
N044.49.20.115 E000.30.40.804
N044.49.20.005 E000.30.40.830
N044.49.20.067 E000.30.42.035
N044.49.20.731 E000.30.41.937
N044.49.20.646 E000.30.40.470

COLOR_Building
N044.49.20.001 E000.30.42.655
N044.49.20.314 E000.30.47.224
N044.49.21.137 E000.30.47.114
N044.49.20.835 E000.30.42.545

COLOR_Stopbar
N044.49.26.442 E000.30.24.234
N044.49.26.504 E000.30.23.073
N044.49.26.426 E000.30.23.065
N044.49.26.360 E000.30.24.244

COLOR_Stopbar
N044.49.25.630 E000.30.44.015
N044.49.25.657 E000.30.43.576
N044.49.25.580 E000.30.43.572
N044.49.25.553 E000.30.44.006

COLOR_Stopbar
N044.49.23.672 E000.31.12.833
N044.49.23.611 E000.31.13.979
N044.49.23.700 E000.31.13.997
N044.49.23.756 E000.31.12.858
