COLOR_GrasSurface
N047.56.59.441 E000.12.07.061
N047.56.59.473 E000.12.06.860
N047.56.59.945 E000.12.04.944
N047.56.59.617 E000.12.04.756
N047.56.59.210 E000.12.06.381
N047.56.59.160 E000.12.06.569
N047.56.59.104 E000.12.06.727
N047.56.59.041 E000.12.06.878
N047.56.58.981 E000.12.06.988
N047.56.58.891 E000.12.07.099
N047.56.58.817 E000.12.07.159
N047.56.58.707 E000.12.07.226
N047.56.58.567 E000.12.07.253
N047.56.58.437 E000.12.07.246
N047.56.58.240 E000.12.07.189
N047.56.42.436 E000.11.58.488
N047.56.42.364 E000.11.58.381
N047.56.42.295 E000.11.58.254
N047.56.42.239 E000.11.58.096
N047.56.42.194 E000.11.57.919
N047.56.42.173 E000.11.57.728
N047.56.42.182 E000.11.57.523
N047.56.42.208 E000.11.57.338
N047.56.42.771 E000.11.55.062
N047.56.42.329 E000.11.54.819
N047.56.41.766 E000.11.57.083
N047.56.41.710 E000.11.57.264
N047.56.41.652 E000.11.57.415
N047.56.41.582 E000.11.57.522
N047.56.41.521 E000.11.57.599
N047.56.41.458 E000.11.57.660
N047.56.41.375 E000.11.57.690
N047.56.41.277 E000.11.57.717
N047.56.41.180 E000.11.57.730
N047.56.41.034 E000.11.57.713
N047.56.30.857 E000.11.52.103

COLOR_Building
N047.57.01.679 E000.12.20.135
N047.57.01.910 E000.12.20.219
N047.57.01.966 E000.12.19.937
N047.57.01.729 E000.12.19.848

COLOR_Building
N047.57.01.182 E000.12.20.367
N047.57.01.386 E000.12.20.438
N047.57.01.428 E000.12.20.218
N047.57.01.613 E000.12.20.278
N047.57.01.690 E000.12.19.830
N047.57.01.311 E000.12.19.685

COLOR_Building
N047.56.58.573 E000.12.20.768
N047.57.00.419 E000.12.21.786
N047.57.00.594 E000.12.21.056
N047.56.58.762 E000.12.20.023

COLOR_Building
N047.56.40.238 E000.11.44.908
N047.56.42.680 E000.11.46.235
N047.56.42.912 E000.11.45.243
N047.56.40.476 E000.11.43.926

COLOR_Building
N047.56.43.605 E000.11.46.720
N047.56.46.048 E000.11.48.047
N047.56.46.286 E000.11.47.066
N047.56.43.844 E000.11.45.739

COLOR_Building
N047.56.47.208 E000.11.47.985
N047.56.46.752 E000.11.47.744
N047.56.46.619 E000.11.48.255
N047.56.46.704 E000.11.48.356
N047.56.46.794 E000.11.48.435
N047.56.46.890 E000.11.48.487
N047.56.46.988 E000.11.48.517
N047.56.47.090 E000.11.48.520
N047.56.47.103 E000.11.48.482
N047.56.47.406 E000.11.48.645
N047.56.47.431 E000.11.48.551
N047.56.48.033 E000.11.48.878
N047.56.47.982 E000.11.49.110
N047.56.48.247 E000.11.49.249
N047.56.48.319 E000.11.48.922
N047.56.48.260 E000.11.48.865
N047.56.48.601 E000.11.47.426
N047.56.47.495 E000.11.46.825

COLOR_Building
N047.56.50.632 E000.11.46.786
N047.56.50.518 E000.11.46.734
N047.56.50.616 E000.11.46.337
N047.56.50.350 E000.11.46.191
N047.56.50.202 E000.11.46.751
N047.56.50.585 E000.11.46.950
N047.56.50.425 E000.11.47.616
N047.56.51.078 E000.11.47.978
N047.56.51.320 E000.11.47.002
N047.56.50.667 E000.11.46.646

COLOR_Building
N047.56.50.449 E000.11.50.400
N047.56.51.381 E000.11.50.908
N047.56.51.601 E000.11.49.947
N047.56.50.680 E000.11.49.442

COLOR_Building
N047.56.52.693 E000.11.44.876
N047.56.53.327 E000.11.45.181
N047.56.53.526 E000.11.44.247
N047.56.52.897 E000.11.43.962

COLOR_Building
N047.56.53.480 E000.11.45.257
N047.56.53.948 E000.11.45.470
N047.56.54.125 E000.11.44.652
N047.56.53.658 E000.11.44.431

COLOR_Building
N047.56.54.103 E000.11.45.517
N047.56.54.731 E000.11.45.813
N047.56.54.922 E000.11.44.903
N047.56.54.307 E000.11.44.614

COLOR_Building
N047.56.54.885 E000.11.45.898
N047.56.55.510 E000.11.46.190
N047.56.55.701 E000.11.45.264
N047.56.55.083 E000.11.44.967

COLOR_Building
N047.56.55.658 E000.11.46.271
N047.56.56.166 E000.11.46.503
N047.56.56.335 E000.11.45.689
N047.56.55.833 E000.11.45.448

COLOR_Building
N047.56.56.710 E000.11.46.125
N047.56.57.335 E000.11.46.406
N047.56.57.526 E000.11.45.477
N047.56.56.904 E000.11.45.201

COLOR_Building
N047.56.57.523 E000.11.46.487
N047.56.58.149 E000.11.46.768
N047.56.58.331 E000.11.45.853
N047.56.57.712 E000.11.45.558

COLOR_Stopbar
N047.56.42.311 E000.11.54.895
N047.56.42.755 E000.11.55.141
N047.56.42.778 E000.11.55.041
N047.56.42.337 E000.11.54.790

COLOR_Stopbar
N047.56.59.594 E000.12.04.837
N047.56.59.928 E000.12.05.018
N047.56.59.951 E000.12.04.913
N047.56.59.623 E000.12.04.735

COLOR_Stopbar
N047.57.14.347 E000.12.12.976
N047.57.14.666 E000.12.13.150
N047.57.14.693 E000.12.13.045
N047.57.14.376 E000.12.12.871

