COLOR_GrasSurface
N049.27.40.483 E002.07.08.129
N049.27.40.578 E002.07.08.091
N049.27.40.682 E002.07.08.074
N049.27.40.745 E002.07.08.094
N049.27.40.834 E002.07.08.170
N049.27.41.038 E002.07.08.465
N049.27.41.051 E002.07.08.895
N049.27.40.981 E002.07.09.023
N049.27.40.894 E002.07.09.114
N049.27.40.797 E002.07.09.171
N049.27.40.716 E002.07.09.198
N049.27.40.554 E002.07.09.217
N049.27.40.434 E002.07.09.256
N049.27.40.310 E002.07.09.301
N049.27.40.208 E002.07.09.366
N049.27.40.123 E002.07.09.443
N049.27.40.047 E002.07.09.544
N049.27.39.943 E002.07.09.107
N049.27.39.730 E002.07.09.226
N049.27.39.799 E002.07.09.548
N049.27.39.819 E002.07.09.681
N049.27.39.817 E002.07.09.792
N049.27.39.800 E002.07.09.913
N049.27.39.754 E002.07.10.020
N049.27.38.971 E002.07.11.380
N049.27.39.166 E002.07.11.638

COLOR_HardSurface3
N049.27.15.782 E002.06.26.243
N049.27.15.167 E002.06.25.634
N049.27.15.069 E002.06.25.862
N049.27.14.623 E002.06.25.397
N049.27.12.795 E002.06.29.517
N049.27.13.690 E002.06.30.392
N049.27.14.005 E002.06.30.626
N049.27.15.237 E002.06.27.791
N049.27.15.457 E002.06.27.287
N049.27.15.519 E002.06.27.082
N049.27.15.560 E002.06.26.812
N049.27.15.623 E002.06.26.626

COLOR_HardSurface3
N049.27.27.856 E002.06.35.948
N049.27.27.968 E002.06.36.127
N049.27.28.020 E002.06.36.245
N049.27.28.067 E002.06.36.432
N049.27.28.085 E002.06.36.594
N049.27.28.084 E002.06.36.773
N049.27.28.063 E002.06.36.944
N049.27.28.011 E002.06.37.099
N049.27.27.077 E002.06.39.641
N049.27.24.180 E002.06.46.319
N049.27.27.018 E002.06.50.130
N049.27.27.993 E002.06.51.710
N049.27.28.138 E002.06.51.940
N049.27.28.218 E002.06.52.112
N049.27.28.277 E002.06.52.297
N049.27.28.327 E002.06.52.537
N049.27.28.362 E002.06.52.770
N049.27.28.369 E002.06.53.017
N049.27.28.356 E002.06.53.214
N049.27.28.336 E002.06.53.355
N049.27.28.287 E002.06.53.573
N049.27.28.212 E002.06.53.767
N049.27.27.929 E002.06.54.317
N049.27.28.652 E002.06.55.302
N049.27.28.776 E002.06.55.204
N049.27.28.925 E002.06.55.108
N049.27.29.051 E002.06.55.041
N049.27.29.158 E002.06.54.995
N049.27.29.341 E002.06.54.952
N049.27.29.521 E002.06.54.936
N049.27.29.699 E002.06.54.958
N049.27.29.867 E002.06.55.008
N049.27.30.010 E002.06.55.073
N049.27.30.196 E002.06.55.199
N049.27.30.344 E002.06.55.336
N049.27.30.912 E002.06.55.940
N049.27.31.163 E002.06.56.236
N049.27.31.416 E002.06.56.568
N049.27.32.016 E002.06.57.384
N049.27.32.366 E002.06.57.861
N049.27.32.725 E002.06.58.421
N049.27.33.414 E002.06.59.521
N049.27.33.531 E002.06.59.739
