COLOR_Water
N043.39.28.980 E007.13.14.961
N043.39.28.900 E007.13.14.715
N043.39.28.848 E007.13.14.633
N043.39.29.030 E007.13.14.295
N043.39.29.184 E007.13.13.966
N043.39.29.315 E007.13.13.774
N043.39.29.651 E007.13.13.467
N043.39.29.885 E007.13.13.360
N043.39.30.137 E007.13.13.297
N043.39.30.283 E007.13.13.325
N043.39.31.626 E007.13.15.178
N043.39.33.974 E007.13.18.397
N043.39.35.111 E007.13.19.841
N043.39.35.144 E007.13.19.922
N043.39.35.133 E007.13.20.007
N043.39.35.087 E007.13.20.105
N043.39.35.021 E007.13.20.193
N043.39.35.544 E007.13.21.039
N043.39.35.647 E007.13.21.042
N043.39.35.907 E007.13.20.956
N043.39.35.981 E007.13.21.000
N043.39.36.083 E007.13.21.116
N043.39.36.185 E007.13.21.292
N043.39.36.243 E007.13.21.463
N043.39.36.380 E007.13.21.635
N043.39.36.661 E007.13.21.944
N043.39.36.853 E007.13.22.162
N043.39.37.015 E007.13.22.408
N043.39.37.083 E007.13.22.568
N043.39.37.248 E007.13.22.771
N043.39.37.610 E007.13.23.221
N043.39.38.000 E007.13.23.738
N043.39.38.214 E007.13.24.109
N043.39.38.425 E007.13.24.524
N043.39.38.499 E007.13.24.639
N043.39.38.593 E007.13.24.667
N043.39.38.670 E007.13.24.710
N043.39.38.736 E007.13.24.802
N043.39.38.782 E007.13.24.958
N043.39.38.839 E007.13.25.071
N043.39.38.922 E007.13.25.143
N043.39.38.997 E007.13.25.270
N043.39.39.020 E007.13.25.419
N043.39.38.983 E007.13.25.569
N043.39.38.899 E007.13.25.660
N043.39.38.839 E007.13.25.743
N043.39.38.659 E007.13.25.844
N043.39.38.320 E007.13.25.837
N043.39.38.149 E007.13.25.972
N043.39.37.955 E007.13.25.909
N043.39.37.642 E007.13.25.967
N043.39.37.173 E007.13.26.029
N043.39.36.877 E007.13.26.003
N043.39.36.516 E007.13.26.090
N043.39.36.200 E007.13.25.965
N043.39.35.864 E007.13.26.021
N043.39.35.600 E007.13.26.033
N043.39.35.410 E007.13.25.970
N043.39.35.398 E007.13.25.831
N043.39.35.210 E007.13.25.585
N043.39.35.061 E007.13.25.351
N043.39.34.914 E007.13.25.235
N043.39.34.694 E007.13.25.201
N043.39.34.537 E007.13.25.058
N043.39.34.371 E007.13.24.822
N043.39.34.204 E007.13.24.495
N043.39.34.070 E007.13.23.927
N043.39.33.947 E007.13.23.590
N043.39.33.719 E007.13.23.334
N043.39.33.510 E007.13.23.023
N043.39.33.288 E007.13.22.752
N043.39.33.154 E007.13.22.567
N043.39.33.097 E007.13.22.410
N043.39.33.044 E007.13.22.301
N043.39.32.969 E007.13.22.228
N043.39.32.863 E007.13.22.177
N043.39.32.733 E007.13.22.165
N043.39.32.650 E007.13.22.168
N043.39.32.529 E007.13.22.185
N043.39.32.307 E007.13.22.119
N043.39.32.075 E007.13.21.936
N043.39.31.854 E007.13.21.628
N043.39.32.026 E007.13.21.375
N043.39.31.588 E007.13.20.642
N043.39.31.456 E007.13.20.802
N043.39.31.260 E007.13.20.525
N043.39.31.007 E007.13.20.249
N043.39.30.750 E007.13.19.948
N043.39.30.250 E007.13.19.253
N043.39.30.273 E007.13.19.057
N043.39.30.217 E007.13.18.848
N043.39.30.121 E007.13.18.589
N043.39.29.990 E007.13.18.275
N043.39.29.862 E007.13.18.034
N043.39.29.713 E007.13.17.915
N043.39.29.531 E007.13.17.955
N043.39.29.382 E007.13.18.130
N043.39.26.242 E007.13.22.396
N043.39.26.078 E007.13.22.449
N043.39.25.904 E007.13.22.501
N043.39.25.722 E007.13.22.679
N043.39.25.609 E007.13.22.980
N043.39.25.629 E007.13.23.370
N043.39.25.788 E007.13.23.715
N043.39.26.059 E007.13.23.884
N043.39.26.307 E007.13.23.898
N043.39.26.533 E007.13.23.759
N043.39.26.700 E007.13.23.448
N043.39.26.776 E007.13.23.043
N043.39.26.820 E007.13.22.862
N043.39.27.481 E007.13.22.028
N043.39.27.676 E007.13.21.925
N043.39.27.861 E007.13.22.029
N043.39.28.129 E007.13.22.313
N043.39.32.509 E007.13.28.467
N043.39.34.114 E007.13.30.520
N043.39.34.746 E007.13.31.195
N043.39.35.285 E007.13.31.674
N043.39.36.079 E007.13.32.086
N043.39.36.643 E007.13.32.403
N043.39.37.581 E007.13.32.643
N043.39.38.239 E007.13.32.701
N043.39.38.878 E007.13.32.673
N043.39.39.712 E007.13.32.546
N043.39.40.649 E007.13.32.322
N043.39.41.226 E007.13.32.311
N043.39.41.870 E007.13.32.436
N043.39.42.740 E007.13.32.654
N043.39.43.392 E007.13.32.946
N043.39.44.073 E007.13.33.387
N043.39.44.631 E007.13.33.899
N043.39.45.880 E007.13.35.401
N043.39.47.548 E007.13.37.607
N043.39.49.433 E007.13.40.232
N043.39.53.668 E007.13.46.037
N043.39.55.885 E007.13.49.229
N043.39.56.688 E007.13.50.297
N043.39.57.263 E007.13.50.819
N043.39.57.764 E007.13.51.033
N043.39.58.504 E007.13.51.019
N043.39.59.141 E007.13.50.840
N043.39.59.732 E007.13.50.094
N043.40.00.828 E007.13.49.164
N043.40.01.496 E007.13.48.867
N043.40.02.258 E007.13.48.629
N043.40.02.860 E007.13.48.406
N043.40.03.459 E007.13.47.951
N043.40.03.837 E007.13.47.449
N043.40.05.263 E007.13.46.228
N043.40.06.111 E007.13.45.682
N043.40.06.900 E007.13.45.355
N043.40.07.664 E007.13.45.093
N043.40.08.601 E007.13.44.863
N043.40.09.617 E007.13.44.796
N043.40.10.533 E007.13.44.962
N043.40.11.721 E007.13.45.187
N043.40.12.586 E007.13.45.508
N043.40.13.549 E007.13.45.953
N043.40.14.664 E007.13.46.723
N043.40.15.685 E007.13.47.320
N043.40.16.675 E007.13.47.703
N043.40.17.588 E007.13.47.724
N043.40.18.315 E007.13.47.576
N043.40.19.362 E007.13.47.439
N043.40.19.857 E007.13.47.242
N043.40.20.456 E007.13.46.956
N043.40.21.141 E007.13.46.503
N043.40.21.545 E007.13.46.127
N043.40.21.849 E007.13.45.997
N043.40.22.278 E007.13.46.099
N043.40.22.575 E007.13.46.327
N043.40.22.857 E007.13.46.575
N043.40.23.059 E007.13.46.676
N043.40.23.227 E007.13.46.642
N043.40.23.331 E007.13.46.500
N043.40.23.563 E007.13.46.313
N043.40.23.811 E007.13.46.216
N043.40.24.139 E007.13.46.230
N043.40.24.328 E007.13.46.301
N043.40.24.536 E007.13.46.325
N043.40.24.647 E007.13.46.502
N043.40.24.792 E007.13.46.709
N043.40.24.957 E007.13.46.789

COLOR_GrasSurface3
N043.39.27.368 E007.12.07.121
N043.39.27.421 E007.12.05.838
