COLOR_GrasSurface
N045.13.02.442 E005.50.57.546
N045.13.02.295 E005.50.57.453
N045.13.02.220 E005.50.57.359
N045.12.57.130 E005.50.50.427
N045.12.57.064 E005.50.50.270
N045.12.57.037 E005.50.50.112
N045.12.57.028 E005.50.49.929
N045.12.57.045 E005.50.49.815
N045.12.58.278 E005.50.47.925
N045.12.58.034 E005.50.47.648
N045.12.57.240 E005.50.48.811
N045.12.57.113 E005.50.48.821
N045.12.56.990 E005.50.48.782
N045.12.56.893 E005.50.48.727
N045.12.56.799 E005.50.48.654
N045.12.55.918 E005.50.47.410
N045.12.56.120 E005.50.47.084
N045.12.55.952 E005.50.46.854
N045.12.55.747 E005.50.47.173
N045.12.54.018 E005.50.44.899
N045.12.53.902 E005.50.44.727
N045.12.53.814 E005.50.44.610
N045.12.53.760 E005.50.44.511
N045.12.53.709 E005.50.44.390
N045.12.53.659 E005.50.44.226
N045.12.53.630 E005.50.44.088
N045.12.53.620 E005.50.43.925
N045.12.53.650 E005.50.43.727
N045.12.53.649 E005.50.43.722
N045.12.53.732 E005.50.43.497
N045.12.53.915 E005.50.43.207
N045.12.54.312 E005.50.42.634
N045.12.54.086 E005.50.42.308

COLOR_RunwayConcrete
N045.12.54.766 E005.50.41.989
N045.12.54.831 E005.50.41.896
N045.12.54.934 E005.50.41.833
N045.12.55.043 E005.50.41.778
N045.12.55.204 E005.50.41.769
N045.12.55.342 E005.50.41.774
N045.12.58.503 E005.50.46.103
N045.12.58.535 E005.50.46.223
N045.12.58.538 E005.50.46.300
N045.12.58.552 E005.50.46.373
N045.12.58.564 E005.50.46.523
N045.12.58.542 E005.50.46.682
N045.12.58.500 E005.50.46.869
N045.12.58.445 E005.50.47.028
N045.12.58.032 E005.50.47.646
N045.12.58.276 E005.50.47.936
N045.12.58.589 E005.50.47.495
N045.12.58.698 E005.50.47.359
N045.12.58.796 E005.50.47.271
N045.12.58.911 E005.50.47.172
N045.12.59.031 E005.50.47.111
