COLOR_GrasSurface          
N042.31.18.838 E008.47.31.208
N042.31.18.947 E008.47.31.297
N042.31.19.897 E008.47.31.303
N042.31.20.114 E008.47.31.359
N042.31.20.270 E008.47.31.441
N042.31.20.361 E008.47.31.563
N042.31.20.959 E008.47.31.563						   

COLOR_HardSurface2         
N042.31.17.786 E008.47.31.587
N042.31.17.668 E008.47.30.627
N042.31.17.492 E008.47.30.292
N042.31.17.279 E008.47.30.069
N042.31.17.075 E008.47.29.938
N042.31.16.289 E008.47.29.664
N042.31.15.523 E008.47.29.540
N042.31.14.885 E008.47.29.509
N042.31.14.316 E008.47.29.710
N042.31.13.872 E008.47.30.145
N042.31.13.581 E008.47.30.601
N042.31.13.311 E008.47.31.181
N042.31.13.223 E008.47.31.669
N042.31.13.994 E008.47.31.772
N042.31.14.207 E008.47.31.328
N042.31.14.512 E008.47.31.048
N042.31.14.933 E008.47.30.873
N042.31.15.216 E008.47.30.852
N042.31.15.528 E008.47.31.080
N042.31.15.795 E008.47.31.110
N042.31.16.040 E008.47.31.069
N042.31.16.215 E008.47.30.924
N042.31.16.434 E008.47.30.990
N042.31.16.810 E008.47.31.226
N042.31.17.000 E008.47.31.491
N042.31.17.105 E008.47.31.755
N042.31.17.819 E008.47.31.754

COLOR_HardSurface2         
N042.31.44.020 E008.47.27.374
N042.31.43.944 E008.47.33.526
N042.31.43.914 E008.47.33.628
N042.31.43.883 E008.47.33.714
N042.31.43.841 E008.47.33.839
N042.31.44.605 E008.47.33.846
N042.31.44.472 E008.47.33.654
N042.31.44.358 E008.47.33.527
N042.31.44.312 E008.47.33.383
N042.31.44.365 E008.47.27.402

COLOR_RunwayConcrete       
N042.31.13.342 E008.47.33.460
N042.31.13.292 E008.47.33.589
N042.31.13.274 E008.47.33.664
N042.31.13.259 E008.47.33.743
N042.31.13.225 E008.47.34.153
N042.31.13.197 E008.47.34.936
N042.31.13.220 E008.47.35.877
N042.31.13.808 E008.47.35.895
N042.32.25.220 E008.47.35.617
N042.32.25.425 E008.47.35.624
N042.32.25.548 E008.47.35.655
N042.32.25.734 E008.47.35.766
N042.32.26.107 E008.47.36.088
N042.32.26.380 E008.47.36.407
N042.32.26.580 E008.47.36.661
N042.32.26.661 E008.47.36.776
N042.32.26.737 E008.47.36.847
N042.32.26.820 E008.47.36.883
N042.32.26.957 E008.47.36.911
N042.32.27.215 E008.47.36.925
N042.32.27.426 E008.47.36.894
N042.32.27.607 E008.47.36.836
N042.32.27.756 E008.47.36.733
N042.32.27.954 E008.47.36.526
N042.32.28.075 E008.47.36.320
N042.32.28.187 E008.47.35.957
N042.32.28.247 E008.47.35.419
N042.32.28.287 E008.47.34.921
N042.32.28.321 E008.47.34.452
N042.32.28.320 E008.47.33.612
N042.31.29.063 E008.47.33.872
N042.31.28.849 E008.47.33.870
N042.31.28.677 E008.47.33.827
N042.31.28.503 E008.47.33.724
N042.31.28.378 E008.47.33.601
N042.31.28.302 E008.47.33.466
N042.31.28.188 E008.47.33.127
N042.31.28.157 E008.47.32.912
N042.31.28.125 E008.47.32.402
N042.31.28.121 E008.47.31.907
N042.31.28.142 E008.47.31.712
N042.31.28.188 E008.47.31.529
N042.31.28.188 E008.47.31.524
N042.31.27.217 E008.47.31.547
N042.31.27.223 E008.47.31.653
N042.31.27.239 E008.47.31.800
