COLOR_GrasSurface          
COLOR_Stopbar       
N044.49.28.885 W000.43.05.475
N044.49.29.525 W000.43.04.901
N044.49.29.563 W000.43.04.989
N044.49.28.927 W000.43.05.566


COLOR_Stopbar       
N044.49.14.578 W000.43.25.536
N044.49.14.576 W000.43.25.511
N044.49.15.399 W000.43.25.260
N044.49.15.404 W000.43.25.298
N044.49.15.415 W000.43.25.359
N044.49.14.589 W000.43.25.613


COLOR_TaxiwayOrange        
N044.50.12.661 W000.42.01.316
N044.50.12.977 W000.42.00.307
N044.50.13.046 W000.42.00.349
N044.50.12.732 W000.42.01.353
