

COLOR_GrasSurface
N048.38.28.878 E004.53.45.762
N048.38.28.729 E004.53.45.834
N048.38.28.580 E004.53.45.844
N048.38.28.441 E004.53.45.821
N048.38.28.165 E004.53.45.610
N048.38.27.988 E004.53.45.444
N048.38.27.868 E004.53.45.304
N048.38.27.809 E004.53.45.191
N048.38.27.775 E004.53.45.036
N048.38.27.733 E004.53.44.810
N048.38.27.683 E004.53.44.695
N048.38.27.612 E004.53.44.564
N048.38.27.533 E004.53.44.456
N048.38.27.436 E004.53.44.392
N048.38.27.319 E004.53.44.322
N048.38.27.211 E004.53.44.295
N048.38.27.057 E004.53.44.320
N048.38.26.892 E004.53.44.444
N048.38.26.729 E004.53.44.641
N048.38.26.633 E004.53.44.854
N048.38.26.596 E004.53.45.194
N048.38.26.617 E004.53.45.482
N048.38.26.696 E004.53.45.732
N048.38.26.816 E004.53.45.884
N048.38.26.977 E004.53.46.044
N048.38.27.140 E004.53.46.089
N048.38.27.339 E004.53.46.053
N048.38.27.481 E004.53.45.985
N048.38.27.597 E004.53.45.979
N048.38.28.308 E004.53.46.578
N048.38.28.379 E004.53.46.718
N048.38.28.414 E004.53.46.886
N048.38.28.401 E004.53.47.061
N048.38.27.617 E004.53.49.130
N048.38.27.501 E004.53.49.351
N048.38.27.391 E004.53.49.460
N048.38.27.227 E004.53.49.524
N048.38.27.099 E004.53.49.524
N048.38.26.961 E004.53.49.477
N048.38.26.501 E004.53.49.056
N048.38.26.405 E004.53.48.926
N048.38.26.361 E004.53.48.718
N048.38.26.331 E004.53.48.492
N048.38.26.242 E004.53.48.287
N048.38.26.118 E004.53.48.122
N048.38.25.983 E004.53.48.019
N048.38.25.832 E004.53.47.981
N048.38.25.652 E004.53.47.995
N048.38.25.464 E004.53.48.111
N048.38.25.343 E004.53.48.289
N048.38.25.242 E004.53.48.572
N048.38.25.216 E004.53.48.877
N048.38.25.260 E004.53.49.174
N048.38.25.328 E004.53.49.456
N048.38.25.444 E004.53.49.663
N048.38.25.625 E004.53.49.802
N048.38.25.800 E004.53.49.816
N048.38.25.996 E004.53.49.748
N048.38.26.141 E004.53.49.730
N048.38.26.322 E004.53.49.780
N048.38.26.809 E004.53.50.188
N048.38.26.906 E004.53.50.287
N048.38.26.963 E004.53.50.413
N048.38.27.001 E004.53.50.570
N048.38.26.978 E004.53.50.763
N048.38.26.149 E004.53.52.938
N048.38.26.051 E004.53.53.113
N048.38.25.944 E004.53.53.169
N048.38.25.794 E004.53.53.204
N048.38.25.636 E004.53.53.173
N048.38.25.487 E004.53.53.045
N048.38.25.082 E004.53.52.684
N048.38.25.027 E004.53.52.588
N048.38.24.979 E004.53.52.465
N048.38.24.937 E004.53.52.219
N048.38.24.861 E004.53.52.010
N048.38.24.763 E004.53.51.854
N048.38.24.635 E004.53.51.714
N048.38.24.502 E004.53.51.644
N048.38.24.337 E004.53.51.620
N048.38.24.171 E004.53.51.693
N048.38.24.006 E004.53.51.813
N048.38.23.884 E004.53.51.989
N048.38.23.800 E004.53.52.277
N048.38.23.783 E004.53.52.515
N048.38.23.808 E004.53.52.778
N048.38.23.889 E004.53.53.024
N048.38.24.017 E004.53.53.234
N048.38.24.150 E004.53.53.344
N048.38.24.304 E004.53.53.398
N048.38.24.307 E004.53.53.398
N048.38.24.486 E004.53.53.353
N048.38.24.652 E004.53.53.320
N048.38.24.758 E004.53.53.344
N048.38.24.861 E004.53.53.394
N048.38.25.450 E004.53.53.878
N048.38.25.531 E004.53.54.006
N048.38.25.583 E004.53.54.182
N048.38.25.599 E004.53.54.375
N048.38.25.496 E004.53.54.650
N048.38.25.305 E004.53.55.082
N048.38.25.077 E004.53.55.629
N048.38.24.781 E004.53.56.146
N048.38.24.473 E004.53.56.616
N048.38.24.169 E004.53.56.961
N048.38.23.807 E004.53.57.296
N048.38.23.539 E004.53.57.502
N048.38.23.404 E004.53.57.550
N048.38.23.275 E004.53.57.563
N048.38.23.150 E004.53.57.550
N048.38.23.069 E004.53.57.516
N048.38.22.944 E004.53.57.430
N048.38.22.849 E004.53.57.295
N048.38.22.800 E004.53.57.054
N048.38.22.709 E004.53.56.284
N048.38.22.716 E004.53.56.171
N048.38.22.758 E004.53.56.022
N048.38.22.844 E004.53.55.860
N048.38.22.905 E004.53.55.701
N048.38.22.928 E004.53.55.492
N048.38.22.921 E004.53.55.270
N048.38.22.872 E004.53.55.057
N048.38.22.814 E004.53.54.927
N048.38.22.725 E004.53.54.796
N048.38.22.613 E004.53.54.676
N048.38.22.478 E004.53.54.616
N048.38.22.342 E004.53.54.594
N048.38.22.165 E004.53.54.637
N048.38.22.025 E004.53.54.732
N048.38.21.898 E004.53.54.898
N048.38.21.803 E004.53.55.139
N048.38.21.765 E004.53.55.429
N048.38.21.765 E004.53.55.634
N048.38.21.819 E004.53.55.842
N048.38.21.912 E004.53.56.037
N048.38.22.039 E004.53.56.199
N048.38.22.153 E004.53.56.326
N048.38.22.211 E004.53.56.464
N048.38.22.293 E004.53.56.931
N048.38.22.366 E004.53.57.468
N048.38.22.384 E004.53.57.670
N048.38.22.382 E004.53.57.832
N048.38.22.312 E004.53.57.966
N048.38.22.232 E004.53.58.037
N048.38.22.116 E004.53.58.062
N048.38.15.613 E004.53.57.596
N048.38.13.407 E004.53.56.822
N048.38.12.807 E004.53.56.669
N048.38.12.435 E004.53.56.404
N048.38.12.190 E004.53.56.098
N048.38.11.951 E004.53.55.688
N048.38.11.803 E004.53.55.340
N048.38.11.736 E004.53.55.019
N048.38.11.683 E004.53.54.708
N048.38.11.646 E004.53.54.356
N048.38.11.641 E004.53.54.016
N048.38.11.678 E004.53.53.600
N048.38.09.599 E004.54.01.008
N048.38.10.312 E004.54.00.122
N048.38.11.021 E004.53.59.336
N048.38.11.373 E004.53.59.030
N048.38.11.694 E004.53.58.877
N048.38.12.073 E004.53.58.805
N048.38.12.593 E004.53.58.931
N048.38.13.772 E004.53.59.326
N048.38.16.674 E004.54.00.335
N048.38.16.844 E004.54.00.391
N048.38.17.022 E004.54.00.416
N048.38.17.179 E004.54.00.354
N048.38.17.286 E004.54.00.236
N048.38.17.356 E004.54.00.012
N048.38.17.422 E004.53.59.719
N048.38.17.504 E004.53.59.395
N048.38.17.631 E004.53.59.094
N048.38.17.813 E004.53.58.845
N048.38.18.009 E004.53.58.669
N048.38.18.231 E004.53.58.573
N048.38.18.506 E004.53.58.549
N048.38.19.565 E004.53.58.636
N048.38.19.691 E004.53.58.775
N048.38.19.770 E004.53.58.966
N048.38.19.789 E004.53.59.236
N048.38.19.749 E004.53.59.991
N048.38.19.718 E004.54.00.241
N048.38.19.615 E004.54.00.452
N048.38.19.484 E004.54.00.654
N048.38.19.400 E004.54.00.909
N048.38.19.366 E004.54.01.155
N048.38.19.379 E004.54.01.413
N048.38.19.450 E004.54.01.624
N048.38.19.563 E004.54.01.846
N048.38.19.721 E004.54.01.989
N048.38.19.889 E004.54.02.057
N048.38.20.108 E004.54.02.044
N048.38.20.278 E004.54.01.910
N048.38.20.428 E004.54.01.715
N048.38.20.504 E004.54.01.513
N048.38.20.543 E004.54.01.266
N048.38.20.520 E004.54.01.026
N048.38.20.475 E004.54.00.800
N048.38.20.371 E004.54.00.588
N048.38.20.308 E004.54.00.468
N048.38.20.267 E004.54.00.307
N048.38.20.260 E004.54.00.153
N048.38.20.254 E004.53.59.391
N048.38.20.300 E004.53.59.171
N048.38.20.388 E004.53.58.972
N048.38.20.508 E004.53.58.842
N048.38.20.624 E004.53.58.769
N048.38.20.790 E004.53.58.744
N048.38.21.717 E004.53.58.798
N048.38.21.880 E004.53.58.906
N048.38.22.002 E004.53.59.071
N048.38.22.077 E004.53.59.276
N048.38.22.111 E004.53.59.544
N048.38.22.230 E004.54.00.906
N048.38.22.230 E004.54.01.091
N048.38.22.206 E004.54.01.282
N048.38.22.107 E004.54.01.446
N048.38.22.026 E004.54.01.642
N048.38.21.985 E004.54.01.888
N048.38.22.006 E004.54.02.171
N048.38.22.094 E004.54.02.480
N048.38.22.233 E004.54.02.706
N048.38.22.386 E004.54.02.819
N048.38.22.607 E004.54.02.860
N048.38.22.784 E004.54.02.824
N048.38.22.940 E004.54.02.711
N048.38.23.072 E004.54.02.500
N048.38.23.130 E004.54.02.243
N048.38.23.140 E004.54.01.996
N048.38.23.123 E004.54.01.688
N048.38.23.031 E004.54.01.481
N048.38.22.938 E004.54.01.314
N048.38.22.821 E004.54.01.146
N048.38.22.737 E004.54.00.880
N048.38.22.593 E004.53.59.445
N048.38.22.602 E004.53.59.096
N048.38.22.672 E004.53.58.888
N048.38.22.798 E004.53.58.713
N048.38.22.931 E004.53.58.621
N048.38.23.211 E004.53.58.493
N048.38.23.454 E004.53.58.379
N048.38.23.585 E004.53.58.291
N048.38.23.689 E004.53.58.274
N048.38.23.786 E004.53.58.294
N048.38.23.878 E004.53.58.359
N048.38.23.973 E004.53.58.489
N048.38.24.311 E004.53.59.421
N048.38.24.332 E004.53.59.604
N048.38.24.332 E004.53.59.858
N048.38.24.312 E004.54.00.139
N048.38.24.359 E004.54.00.401
N048.38.24.437 E004.54.00.695
N048.38.24.572 E004.54.00.867
N048.38.24.720 E004.54.00.984
N048.38.24.965 E004.54.01.021
N048.38.25.151 E004.54.00.910


COLOR_Terrain1
N048.38.06.151 E004.54.33.194
N048.38.03.433 E004.54.30.468
N048.38.01.704 E004.54.28.736
N048.38.00.918 E004.54.31.590
N048.38.02.620 E004.54.33.343
N048.38.05.262 E004.54.36.166
N048.38.16.023 E004.54.46.984
N048.38.16.046 E004.54.46.830
N048.38.16.062 E004.54.46.666
N048.38.15.965 E004.54.43.126
N048.38.06.258 E004.54.33.366


COLOR_Terrain1
N048.37.53.134 E004.54.51.571
N048.37.52.132 E004.54.55.197
N048.37.52.058 E004.54.55.251
N048.37.51.969 E004.54.55.263
N048.37.51.825 E004.54.55.224
N048.37.51.489 E004.54.55.080
N048.37.51.252 E004.54.55.017
N048.37.50.995 E004.54.54.991
N048.37.50.716 E004.54.54.975
N048.37.50.431 E004.54.55.085
N048.37.50.013 E004.54.55.301
N048.37.49.679 E004.54.55.644
N048.37.48.989 E004.54.56.524
N048.37.48.768 E004.54.56.647
N048.37.48.550 E004.54.56.851
N048.37.47.923 E004.54.57.668
N048.37.47.809 E004.54.57.764
N048.37.47.717 E004.54.57.788
N048.37.47.612 E004.54.57.773
N048.37.47.545 E004.54.57.725
N048.37.47.473 E004.54.57.624
N048.37.47.384 E004.54.57.413
N048.37.47.320 E004.54.57.039
N048.37.47.295 E004.54.56.602
N048.37.47.298 E004.54.56.161
N048.37.47.371 E004.54.55.729
N048.37.47.489 E004.54.55.370
N048.37.47.714 E004.54.54.969
N048.37.47.968 E004.54.54.565
